"id","loc","v(g)","ev(g)","iv(g)","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","defects"
"913","13","3","1","2","29","129.32","0.13","7.78","17.79","1000.78","0.04","55.6","11","0","0","0","11","9","17","12","5",""
"914","95","14","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27",""
"915","45","6","3","2","112","582.52","0.06","17","32.68","10799.24","0.19","599.96","31","5","7","0","15","20","62","50","11",""
"916","39","5","1","5","87","437.52","0.07","14.61","29.38","6333.69","0.15","351.87","29","2","6","0","16","19","54","33","9",""
"917","7","2","1","2","14","50.19","0.29","3.5","14.34","175.66","0.02","9.76","5","0","0","0","7","5","8","6","3",""
"918","17","2","1","2","46","206.82","0.13","7.64","26.86","1592.51","0.07","88.47","12","1","3","1","11","11","26","20","3",""
"919","9","1","1","1","22","88","0.17","5.83","15.09","513.33","0.03","28.52","5","0","2","0","10","6","15","7","1",""
"920","29","3","1","2","48","230.75","0.08","12.12","20.67","2751.15","0.08","152.83","22","2","3","0","15","13","28","20","4",""
"921","39","7","5","5","72","380.55","0.07","15","23.1","5898.55","0.13","327.7","28","2","5","1","15","15","44","28","13",""
"922","9","2","1","1","23","93.4","0.13","7.5","12.82","660.52","0.03","36.7","6","0","1","0","10","5","16","7","3",""
"923","37","3","1","3","112","607.74","0.03","29.86","21.47","18384.21","0.2","1021.23","28","2","5","0","17","15","61","51","5",""
"924","13","1","1","1","37","166.91","0.08","13","12.07","1971.45","0.06","109.53","8","0","3","0","12","7","24","13","1",""
"925","78","18","12","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35",""
"926","22","3","1","2","57","271.03","0.09","11","23.38","2928.38","0.09","162.69","16","0","4","0","12","12","30","27","5",""
"927","75","8","1","3","222","1366.18","0.03","30.81","43.36","45604.57","0.45","2533.22","54","6","14","0","24","34","131","91","15",""
"928","36","7","1","3","113","567.27","0.03","30.88","19.85","14383.35","0.19","799.07","31","0","3","0","19","13","74","44","13","1"
"929","22","2","1","2","30","122.62","0.15","6.87","17.67","846.93","0.04","47.05","19","0","0","0","11","8","20","10","3",""
"930","43","5","1","5","119","615.76","0.04","25.78","24.48","18384.21","0.21","1021.34","34","0","7","0","15","16","69","50","9",""
"931","198","25","20","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","1"
"932","25","3","1","3","110","607.59","0.08","13.19","44.41","8013.93","0.2","445.22","22","0","2","0","17","27","64","52","5","1"
"933","9","2","1","2","37","159.91","0.16","6.3","24.43","1146.39","0.05","63.69","7","0","0","0","9","10","19","14","3","1"
"934","33","1","1","1","137","771.1","0.09","11.17","70.52","8610.13","0.26","478.34","26","0","4","0","13","32","89","58","1",""
"935","25","3","1","2","71","341.32","0.07","13.46","23.24","4433.56","0.11","246.31","21","0","0","0","12","13","44","27","5",""
"936","18","3","1","3","39","173.92","0.09","11","16.76","1846.2","0.06","102.57","15","0","1","0","11","8","25","16","5",""
"937","11","2","1","2","13","44.97","0.33","3","14.99","134.92","0.01","7.5","9","0","0","0","6","5","9","5","3",""
"938","69","13","12","7","224","1205.38","0.03","30.57","43.34","48707.23","0.4","2705.96","58","5","9","0","21","37","137","87","25","1"
"939","40","7","1","6","193","1066.42","0.05","21.31","49.86","23506.58","0.36","1305.92","36","0","3","0","21","37","113","80","13","1"
"940","5","1","1","1","15","53.77","0.24","4.2","12.8","225.85","0.02","12.55","3","0","0","0","7","5","10","5","1",""
"941","11","3","1","1","22","88","0.12","8.64","10.56","733.33","0.03","40.74","9","0","0","0","11","5","15","7","5",""
"942","10","1","1","1","38","168.56","0.23","4.36","36.83","771.43","0.06","42.86","6","0","2","0","6","11","22","16","1",""
"943","14","2","1","1","36","140.65","0.1","10.08","13.67","1314.81","0.05","73.04","8","1","2","0","10","6","23","13","3",""
"944","35","7","3","2","81","395.06","0.04","22.85","17.59","9795.15","0.13","544.18","28","3","3","0","18","13","52","28","13","1"
"945","11","2","1","1","30","114.22","0.1","10.4","10.58","1110.22","0.04","61.68","6","0","1","1","8","5","19","13","3",""
"946","59","7","7","2","123","664.82","0.03","31.17","23.93","23579.63","0.22","1331.08","41","4","6","3","23","17","79","44","13",""
"947","5","1","1","1","13","33","0.4","2.5","13.2","82.5","0.01","4.58","3","0","0","0","4","4","8","5","1",""
"948","12","2","1","2","34","146.95","0.17","5.73","25.66","841.6","0.05","46.76","9","0","1","1","9","11","20","14","3",""
"949","82","14","1","10","259","1484.76","0.06","17.53","83.29","27499.21","0.49","1527.73","64","0","17","0","13","39","145","114","27","1"
"950","51","1","1","1","258","1144.46","0.04","22.61","51.93","29487.2","0.38","1638.18","43","0","1","0","10","23","141","107","1",""
"951","22","4","1","2","40","172.88","0.11","9","20.51","1519.52","0.06","84.42","18","0","0","0","12","10","24","15","5",""
"952","83","10","5","3","194","995.08","0.04","28.25","35.01","25051.45","0.33","1391.75","51","12","12","0","22","25","103","65","19","1"
"953","19","3","1","3","62","272.32","0.08","12.6","22.51","3380.59","0.09","187.81","15","0","2","0","9","10","41","21","5",""
"954","66","10","1","3","219","1183.13","0.04","27.05","46.44","47008.2","0.39","2611.57","59","3","5","1","18","27","128","92","19",""
"955","35","4","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7",""
"956","21","3","1","3","69","320.43","0.09","10.63","29.4","3857.44","0.11","214.3","18","0","1","0","12","16","38","31","5",""
"957","64","13","9","8","185","1044.1","0.04","24.94","43.03","28269.3","0.35","1598.53","42","7","12","1","20","32","101","78","25",""
"958","12","2","1","2","23","88","0.17","5.83","15.09","513.33","0.03","28.52","10","0","0","0","7","6","14","9","3","1"
"959","39","5","1","2","85","423.05","0.05","19.41","20.14","5920.07","0.14","327.37","28","2","5","0","15","13","52","30","9","1"
"960","21","3","1","2","57","254.19","0.08","13","19.34","3631.98","0.08","201.78","14","3","3","0","13","13","33","26","5",""
"961","6","1","1","1","11","34.87","0.5","2","17.43","69.74","0.01","3.87","3","1","0","0","4","5","6","5","1",""
"962","30","5","1","4","80","388.64","0.08","12.13","31.23","4538.1","0.13","252.03","19","2","7","0","13","15","48","32","9",""
"963","14","3","1","3","59","294.41","0.08","12.5","23.72","3469.38","0.1","192.74","9","0","2","0","15","12","39","20","5",""
"964","20","5","1","4","40","166.8","0.13","8","20.53","1468.79","0.06","81.6","16","0","2","0","11","10","22","16","9",""
"965","9","2","1","2","22","83.03","0.22","4.5","17.86","367.87","0.03","20.44","7","0","0","0","7","6","14","8","3",""
"966","16","3","3","1","42","175.69","0.07","15","11.26","2350.22","0.06","130.57","12","0","2","0","13","7","27","15","5",""
"967","17","3","1","3","78","347.84","0.08","13","26.76","4521.86","0.12","251.21","12","0","3","0","11","14","52","32","5",""
"968","4","1","1","1","18","68.53","0.2","4.9","12.69","328.11","0.02","18.23","2","0","0","0","7","5","10","7","1",""
"969","91","24","20","10","382","2349.2","0.02","49.48","36","72733.38","0.78","4040.74","67","0","8","0","22","31","241","131","47","1"
"970","24","3","1","2","40","166.8","0.12","8.13","20.53","1355.23","0.06","75.29","18","1","3","0","10","8","27","13","5",""
"971","128","11","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","1"
"972","19","3","1","2","36","152.81","0.11","9.35","18.18","1747.58","0.05","97.09","16","0","1","0","11","10","21","17","5",""
"973","17","2","1","2","50","240.37","0.12","8.18","28.71","1978.67","0.08","109.93","12","0","1","0","9","13","30","20","3",""
"974","14","2","1","2","45","191.82","0.08","12.19","14.83","2350.66","0.06","130.59","10","0","2","0","12","8","28","17","3",""
"975","205","16","16","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","1"
"976","55","6","4","6","150","792.81","0.04","28.33","31.05","22634.06","0.26","1257.45","40","6","7","0","17","23","84","68","11",""
"977","54","11","7","2","209","1116.21","0.03","33.44","31.58","37951.13","0.37","2108.4","42","0","6","0","21","18","128","51","21",""
"978","22","2","1","2","53","252.17","0.08","12","20.61","3256.73","0.08","180.93","15","1","3","0","16","14","30","23","3",""
"979","27","7","5","3","132","687.65","0.04","24.89","29.93","17679.23","0.23","982.18","21","0","4","0","21","19","85","49","13","1"
"980","12","2","1","2","25","97.67","0.29","3.5","27.41","394.06","0.03","21.89","8","0","2","0","7","8","14","11","3","1"
"981","11","2","1","2","39","165.67","0.14","6.95","23.57","1168.74","0.06","64.93","9","0","0","0","9","11","22","17","3",""
"982","27","5","1","1","98","460.74","0.03","40","11.52","18429.61","0.17","1023.87","19","5","9","1","20","11","49","49","9",""
"983","29","2","1","2","130","686.53","0.06","16.07","45.37","19841.98","0.23","1102.33","25","0","3","0","13","23","72","62","3","1"
"984","16","2","1","2","27","110.36","0.28","3.57","28.71","345.37","0.04","19.19","13","0","1","0","5","7","15","14","3",""
"985","29","5","3","3","102","541.31","0.05","19.5","28.94","10653.55","0.18","591.86","23","0","4","0","20","20","63","39","9","1"
"986","81","12","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23",""
"987","9","1","1","1","27","110.36","0.28","3.55","31.53","420.27","0.04","23.35","5","0","1","0","6","11","17","13","1",""
"988","29","4","3","1","81","371.38","0.04","23.25","16.66","8172.36","0.12","454.02","23","0","5","0","17","10","51","30","7",""
"989","22","3","1","3","68","340","0.06","16.67","19.26","5408.68","0.11","300.48","15","0","5","0","16","12","43","25","5",""
"990","20","2","1","2","50","235.02","0.1","10.08","23.5","2350.22","0.08","130.57","13","1","4","0","13","12","32","18","3",""
"991","97","30","15","25","244","1338.69","0.03","37.62","35.16","50238.11","0.45","2791.01","60","12","11","0","20","21","147","97","59","1"
"992","33","3","3","2","116","599.09","0.07","13.72","41.12","8172.62","0.2","454.03","30","0","2","0","13","25","69","47","5","1"
"993","51","8","3","8","353","2198.77","0.04","28.86","53.26","10581.98","0.73","587.89","36","0","14","0","17","34","183","150","15","1"
"994","43","11","9","7","143","756.73","0.05","19.02","36.34","15409.74","0.25","856.1","31","3","7","0","17","25","77","58","21","1"
"995","61","7","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13",""
"996","21","9","5","4","107","519.79","0.04","25.11","20.49","12918.33","0.17","717.29","16","2","1","1","19","14","62","43","17",""
"997","11","2","1","2","20","71.7","0.3","3.33","20.49","287.09","0.02","15.95","4","2","1","0","6","6","12","8","3",""
"998","14","3","1","2","33","142.62","0.13","7.8","19.02","1069.68","0.05","59.43","8","3","4","0","12","10","20","13","5",""
